lactate_abg,ph_abg,hco3_abg,temp_c,temp_nc,urea,creatinine,sodium,k,hb,wbc,neutrophil,platelets,crp,chemo,chronic_rrt,metastatic,radiotx,apache,medical,system,height,weight,elective_surgical,arrival_dttm,discharge_dttm,dob,vital_status,sex,nhs_number,age_years,los,bmi,gender
9.8,7.24,17.3,36.3,34.5,NA,69,131,4.1,115,21,16.8,498,0.2,0,0,0,0,16,1,7,1.7,65,1,2015-05-18T01:22:26Z,2015-05-27T01:22:26Z,1985-05-18,D,F,9961986180,30,9,224913.49480968856,F
1.1,7.62,23.7,35.8,35.5,18.2,448,138,4.7,90,9.5,5.7,171,49,1,1,1,0,16,1,1,1.45,95,0,2015-05-19T23:44:52Z,2015-05-22T11:44:52Z,1935-05-19,A,F,4994462518,80,3,451843.04399524385,F
1.3,7.41,24.5,36.6,36.3,5.4,55,144,4.2,110,5.1,4.4,61,39,0,0,0,0,11,0,2,1.6,85,1,2015-05-19T21:35:54Z,2015-05-23T21:35:54Z,1945-05-19,A,F,3762494266,70,4,332031.25,F
1,7.331,25.1,36.3,37,5.2,75,137,5,128,9.7,8.7,163,35.7,1,0,1,1,9,0,2,1.8,75,1,2015-05-19T23:47:02Z,2015-05-23T11:47:02Z,1975-05-19,A,M,6479516176,40,4,231481.48148148143,M
1.5,7.39,34.3,36.7,36.3,4.9,66,138,3.9,88,23.1,14.15,270,6,0,0,0,0,16,1,1,1.65,50,0,2015-05-20T03:37:46Z,2015-05-22T03:37:46Z,1955-05-20,A,F,1346228949,60,2,183654.72910927454,F
1.6,7.3,20.6,35.9,36.2,5.1,68,140,5.1,119,14.55,13.1,266,57,0,0,0,0,15,0,1,1.8,100,1,2015-05-20T08:31:14Z,2015-05-22T08:31:14Z,1975-05-20,A,M,1691863831,40,2,308641.9753086419,M
0.9,7.3,25,37.2,36.5,16.1,574,142,5,133,8,6.6,127,4,0,0,0,0,12,1,7,1.6,75,0,2015-05-20T14:02:55Z,2015-05-21T02:02:55Z,1945-05-20,A,M,5123182969,70,1,292968.75,M
0.8,7.44,25.6,36.3,35.5,14.6,68,136,5.4,92,12.7,10.05,144,4,1,0,1,0,25,1,1,1.45,70,0,2015-05-20T14:14:57Z,2015-05-20T14:14:57Z,1935-05-20,A,F,6824767468,80,0,332936.97978596913,F
1.2,7.35,24.6,35.9,36.4,5.4,56,141,4.9,93,14,13.28,164,8,1,0,0,0,12,0,2,1.5,80,1,2015-05-20T16:56:45Z,2015-05-23T16:56:45Z,1935-05-20,A,F,3824857685,80,3,355555.55555555556,F
1.3,7.47,19.5,37.2,37.4,5.9,65,142,3.9,113,18.37,15,184,48.7,1,1,1,1,7,0,7,1.5,50,1,2015-05-20T01:28:13Z,2015-05-22T13:28:13Z,1995-05-20,A,F,1922333484,20,2,222222.22222222222,F
2.7,7.346,21,34.5,35,NA,166,144,3.9,116,15.8,1.9,210,0.2,0,0,0,1,10,0,3,1.65,70,1,2015-05-21T19:42:44Z,2015-05-22T07:42:44Z,1955-05-21,A,M,1226132790,60,1,257116.62075298437,M
1.7,7.09,15.2,34.6,31.2,35.4,1251,144,7.4,97,9.9,9.48,242,20,1,1,0,0,21,1,3,1.65,110,0,2015-05-21T04:46:48Z,2015-05-28T04:46:48Z,1965-05-21,D,F,7948486399,50,7,404040.404040404,F
1.5,7.41,28.6,37.5,36.7,7.8,95,133,4.9,92,24.2,22.8,460,36,0,0,0,0,21,1,1,1.75,145,0,2015-05-21T20:35:38Z,2015-05-22T08:35:38Z,1975-05-21,A,F,1387851462,40,1,473469.38775510195,F
1.1,7.51,33.8,37,36,24.2,574,142,4.2,153,9.4,7.4,84,77,0,1,0,1,19,1,8,1.7,105,0,2015-05-22T11:56:34Z,2015-06-05T11:56:34Z,1995-05-22,A,F,4935868147,20,14,363321.79930795846,F
1,7.336,25.1,36.7,36,5,51,139,4.2,127,8,5.8,95,46,1,0,0,0,7,0,2,1.8,65,1,2015-05-22T12:26:54Z,2015-05-26T12:26:54Z,1955-05-22,A,M,5798893359,60,4,200617.28395061725,M
1.5,7.3,30.8,36.8,36,6.3,123,140,5.4,109,11.6,8.32,164,23.3,0,0,0,0,12,1,3,1.9,150,0,2015-05-22T21:27:34Z,2015-05-24T09:27:34Z,1975-05-22,A,M,6399685567,40,2,415512.46537396125,M
0.9,7.46,24,36.3,36.5,6.5,53,141,4.2,93,14.5,13.14,311,80.2,1,1,1,1,15,0,7,1.9,90,1,2015-05-22T03:01:41Z,2015-05-23T03:01:41Z,1945-05-22,A,M,2795671557,70,1,249307.47922437673,M
3.3,7.36,21.7,37.2,37.7,7.1,133,139,5,111,10.9,7.86,224,2,0,0,0,0,12,0,2,1.75,75,1,2015-05-22T22:36:04Z,2015-05-23T22:36:04Z,1935-05-22,A,M,8133339936,80,1,244897.95918367343,M
1.6,7.45,21,36.1,36.2,6.2,93,129,4.5,87,14,12.64,109,179,1,0,0,0,5,1,2,1.7,65,0,2015-05-23T10:04:17Z,2015-05-28T10:04:17Z,1965-05-23,A,M,3718632357,50,5,224913.49480968856,M
1.2,7.36,26,37.3,36.2,2.6,61,141,4.2,81,11.4,8.7,137,100,1,1,1,1,5,0,2,1.65,85,1,2015-05-24T15:55:27Z,2015-05-29T15:55:27Z,1975-05-24,A,F,6429793451,40,5,312213.0394857667,F
2,7.27,21.8,38.8,37.7,5.9,102,143,4.9,92,8.8,6.6,163,87,0,0,0,0,6,0,3,1.9,100,1,2015-05-24T05:34:31Z,2015-05-24T17:34:31Z,1945-05-24,A,M,7598797846,70,0,277008.3102493075,M
2.3,7.41,23,36,36.6,4,87,139,4.7,106,9.9,9.5,227,23,1,0,1,0,17,0,10,1.65,60,1,2015-05-26T16:58:29Z,2015-05-27T16:58:29Z,1935-05-26,A,M,8722895787,80,1,220385.67493112944,M
5,7.43,20.1,36.2,25,18.4,341,139,4.4,78,20.5,19.2,96,169.3,1,0,1,0,22,0,7,1.7,90,1,2015-05-26T16:35:51Z,2015-05-30T04:35:51Z,1945-05-26,A,M,9358351993,70,4,311418.6851211072,M
0.7,7.19,26.1,37,36.5,4.2,53,144,3.9,112,7.5,4.5,306,5,0,0,0,0,13,1,1,1.55,65,0,2015-05-26T13:21:46Z,2015-05-28T13:21:46Z,1955-05-26,A,F,5841997351,60,2,270551.5088449532,F
2,7.27,22,36.4,38.6,7.5,125,137,4.5,171,28.11,27.1,260,10,0,0,0,0,18,0,2,1.8,85,1,2015-05-27T14:14:45Z,2015-05-29T02:14:45Z,1945-05-27,A,M,1736497928,70,2,262345.6790123456,M
1.4,7.34,12.3,34.4,35.6,28.2,412,125,4.9,140,0,0.6,25,7,0,0,0,1,21,1,7,1.7,75,0,2015-05-28T00:44:16Z,2015-06-02T12:44:16Z,1965-05-28,A,F,2477881132,50,5,259515.57093425601,F
2.7,7.25,25.5,35,35.3,15.1,65,133,3.6,79,6.66,5.27,95,44,0,0,0,0,11,1,2,1.85,80,1,2015-05-27T03:26:11Z,2015-06-03T03:26:11Z,1965-05-27,A,M,2248886462,50,7,233747.26077428772,M
1.1,7.62,65.3,36.6,36.9,17.2,489,136,4.5,140,8.8,5.7,339,33,0,0,0,0,16,1,3,1.9,85,0,2015-05-27T13:28:02Z,2015-06-01T13:28:02Z,1945-05-27,A,M,9359581178,70,5,235457.06371191135,M
1.1,7.416,18.6,37.4,36.3,7.9,72,120,4.2,65,6.5,3,211,13,1,0,1,1,10,0,7,1.65,55,1,2015-05-27T08:16:15Z,2015-05-30T08:16:15Z,1945-05-27,D,F,2385977168,70,3,202020.202020202,F
5.7,7.239,27.9,34.6,36.3,2.4,15,142,3.8,100,12.82,10.8,221,142,1,0,0,0,25,0,2,1.65,60,1,2015-05-28T22:16:58Z,2015-06-16T22:16:58Z,1935-05-28,D,F,3862857387,80,19,220385.67493112944,F
1.5,7.37,23,35.6,36,11.4,81,134,5.1,108,14.1,11.6,232,25,1,0,0,0,12,1,2,1.75,80,0,2015-05-28T11:52:10Z,2015-06-01T11:52:10Z,1985-05-28,A,M,9172157895,30,4,261224.48979591834,M
3.6,7.111,14.4,36.1,37,12.6,89,138,6.5,97,11.2,7.16,208,93,0,0,0,0,85,1,2,1.7,50,0,2015-05-28T06:40:38Z,2015-06-01T06:40:38Z,1935-05-28,A,M,2748233646,80,4,173010.38062283734,M
2,7.32,12.4,35.9,37,NA,39,141,3.7,97,19.3,17.45,758,7,1,1,1,1,12,1,1,1.6,50,0,2015-05-28T17:29:12Z,2015-05-29T17:29:12Z,1985-05-28,A,F,6637739960,30,1,195312.5,F
1,7.33,25.1,36.7,36,7.4,102,137,5,110,16,14.01,108,120,1,0,1,0,10,0,2,1.65,85,1,2015-05-29T16:59:30Z,2015-06-01T16:59:30Z,1945-05-29,A,M,2433248116,70,3,312213.0394857667,M
1.1,7.44,21.3,37.7,36.1,4.1,52,130,4.3,66,12.2,8.8,162,13,1,0,1,0,10,0,3,1.65,70,1,2015-05-29T02:19:51Z,2015-06-08T02:19:51Z,1945-05-29,A,F,3588994742,70,10,257116.62075298437,F
3,7.34,25,36.2,36.2,4.2,74,141,4.4,143,11.1,10.53,173,17.1,0,0,0,0,11,0,2,1.7,75,1,2015-05-29T08:17:35Z,2015-05-31T08:17:35Z,1955-05-29,A,M,7732261259,60,2,259515.57093425601,M
0.5,7.409,26.1,35.5,36.5,13.4,150,135,4.2,112,9.5,7.63,104,49,0,0,0,0,14,1,2,1.7,85,0,2015-05-31T12:21:31Z,2015-06-01T12:21:31Z,1935-05-31,A,M,9445987675,80,1,294117.6470588235,M
1.5,7.33,22.3,36.5,36.5,2.3,65,153,4.2,112,12.1,10.09,109,80.2,0,0,0,0,20,0,2,1.65,80,1,2015-06-01T13:55:56Z,2015-06-02T13:55:56Z,1935-06-01,A,F,8851611327,80,1,293847.5665748393,F
2,7.22,28.7,36.5,36.9,5.6,57,143,4.7,96,18.7,20.2,685,44.1,0,0,0,0,11,1,1,1.6,60,0,2015-06-02T05:06:31Z,2015-06-22T05:06:31Z,1955-06-02,A,F,4328876112,60,20,234375,F
1.1,7.416,25.8,36.3,36.7,6,89,140,3.7,122,15.6,13.7,227,15,0,0,0,0,21,1,1,1.65,120,0,2015-06-02T14:13:07Z,2015-06-07T02:13:07Z,1945-06-02,A,F,3445585334,70,5,440771.3498622589,F
1,7.46,23.5,36.3,36.1,4.1,75,136,3.9,122,6.5,4.5,107,18,0,0,1,0,18,1,1,1.8,65,1,2015-06-02T01:46:44Z,2015-06-03T13:46:44Z,1975-06-02,A,M,4465275226,40,1,200617.28395061725,M
3.6,7.41,24.4,35.3,39.7,4.7,67,145,4.1,109,6.6,6.13,95,17,0,0,0,0,21,0,3,1.45,50,1,2015-06-03T02:31:41Z,2015-06-04T02:31:41Z,1955-06-03,A,F,8178697777,60,1,237812.1284185494,F
2,7.35,24.1,36.1,38,NA,94,133,4.7,125,24.1,21.92,281,8.9,0,0,0,0,69,1,1,1.75,75,0,2015-06-03T03:53:00Z,2015-06-06T03:53:00Z,1955-06-03,A,M,5768185380,60,3,244897.95918367343,M
0.9,7.41,23.6,37.7,38.9,NA,114,151,5.8,99,21.25,18.3,115,167,1,0,0,0,35,0,3,1.7,150,0,2015-06-03T23:13:47Z,2015-06-06T23:13:47Z,1955-06-03,A,M,1448658640,60,3,519031.14186851203,M
1.8,7.4,25.1,36.1,36.9,10,39,136,4.1,115,11.4,10,219,157.2,0,0,0,0,19,0,2,1.55,95,1,2015-06-04T10:19:15Z,2015-06-07T22:19:15Z,1945-06-04,A,F,3639767365,70,3,395421.43600416236,F
2.8,7.32,22.8,36.5,36.5,NA,140,142,3.7,117,14.7,11.2,159,7,1,1,1,1,19,0,7,1.55,100,1,2015-06-04T14:34:07Z,2015-06-08T14:34:07Z,1935-06-04,A,F,2229231170,80,4,416233.0905306972,F
3,7.38,25,36,36.2,3.2,81,137,4.5,126,18,15.9,372,57,0,0,0,0,21,0,2,1.8,70,1,2015-06-04T19:16:57Z,2015-06-06T07:16:57Z,1965-06-04,A,M,9275333181,50,2,216049.38271604932,M
0.8,7.34,32.7,36.2,36.6,5.3,158,138,4.7,127,10.04,7.4,279,5,0,0,0,0,17,1,3,1.7,85,0,2015-06-04T12:18:46Z,2015-06-05T12:18:46Z,1945-06-04,A,F,4142852566,70,1,294117.6470588235,F
1.7,7.36,22.1,36.8,35.9,7.9,109,139,4.8,107,18.8,17.16,758,72,0,0,0,0,21,0,7,1.6,55,1,2015-06-05T08:21:11Z,2015-06-06T08:21:11Z,1945-06-05,A,F,5811922469,70,1,214843.75,F
2,7.4,20.1,36.4,36,NA,76,137,3.7,103,20,19.2,462,7,0,0,0,0,9,0,7,1.65,55,1,2015-06-05T06:19:05Z,2015-06-07T18:19:05Z,1955-06-05,A,F,6663744860,60,2,202020.202020202,F
0.6,7.38,23.2,36.6,36.8,5.4,56,132,4,125,7.4,5.3,221,18,0,0,0,0,15,1,2,1.55,60,0,2015-06-05T14:27:42Z,2015-06-07T14:27:42Z,1945-06-05,A,F,7328237716,70,2,249739.85431841834,F
10.9,7.27,17.3,36,34.9,1.7,59,145,4.2,109,21.3,18.14,205,1,0,0,0,0,16,0,3,1.75,80,1,2015-06-07T10:19:03Z,2015-06-08T10:19:03Z,1935-06-07,A,F,7565725579,80,1,261224.48979591834,F
1.5,7.37,23.7,37.4,37,6.2,133,141,4.8,117,14.53,12.5,135,48.7,0,0,0,0,15,0,3,1.65,120,0,2015-06-07T06:31:37Z,2015-06-10T18:31:37Z,1965-06-07,A,F,5275123272,50,3,440771.3498622589,F
1.8,7.3,20.2,37.9,36.3,2.1,56,144,4.2,87,35.7,28.6,654,8,0,0,0,0,4,0,10,1.5,50,1,2015-06-08T06:01:03Z,2015-06-22T06:01:03Z,1985-06-08,A,M,1272496929,30,14,222222.22222222222,M
0.9,7.3,18,36.8,36.9,21.9,163,138,5.8,75,14.2,10.91,251,32,0,0,0,0,25,1,7,1.5,50,0,2015-06-08T23:33:47Z,2015-06-16T23:33:47Z,1935-06-08,A,M,8327418327,80,8,222222.22222222222,M
0.8,7.34,22.7,36.9,36.7,5.7,63,138,4.6,150,6.7,5.3,106,33,0,0,0,0,15,0,2,1.8,55,1,2015-06-09T12:39:36Z,2015-06-14T00:39:36Z,1945-06-09,A,M,5945545333,70,5,169753.08641975306,M
3.9,7.32,20.4,36.2,36.6,4.6,84,139,4.2,87,11.06,9.8,70,2.7,1,0,0,0,13,0,2,1.7,75,0,2015-06-09T20:14:16Z,2015-06-12T08:14:16Z,1985-06-09,A,F,7784279817,30,3,259515.57093425601,F
1.1,7.38,22.3,37,36.8,5.6,66,139,4.2,128,10,9.14,280,1,0,0,0,0,10,0,1,1.9,90,1,2015-06-09T03:40:49Z,2015-06-11T03:40:49Z,1935-06-09,A,M,9636913153,80,2,249307.47922437673,M
5.7,7.28,23.3,37.2,36.5,4.6,82,145,4.4,87,7.6,5.7,204,85,0,0,0,0,67,0,3,1.65,95,0,2015-06-09T17:04:42Z,2015-06-20T17:04:42Z,1935-06-09,A,F,5419387352,80,11,348943.98530762165,F
2.1,7.27,18.7,36,37.8,1.7,39,140,3.9,97,14.6,2.41,116,26,0,0,0,0,9,1,1,1.55,70,0,2015-06-10T06:35:10Z,2015-06-12T06:35:10Z,1955-06-10,A,F,7942852199,60,2,291363.16337148804,F
1.3,7.39,23.1,35.5,36,NA,92,133,4.4,112,16.3,16.34,225,1,0,0,0,0,15,1,2,1.7,60,0,2015-06-10T01:58:05Z,2015-06-10T13:58:05Z,1945-06-10,A,M,2625244550,70,0,207612.45674740482,M
1.1,7.31,25.8,35.1,36.2,4.5,57,134,4.6,86,7,8.8,186,6,1,0,0,0,12,0,3,1.7,50,1,2015-06-10T22:20:07Z,2015-06-11T22:20:07Z,1945-06-10,A,M,9553233198,70,1,173010.38062283734,M
1.6,7.281,25.8,36.2,36.7,5.5,93,136,4.6,142,13.9,12.45,135,76,0,0,0,0,13,1,1,1.8,75,0,2015-06-11T04:16:17Z,2015-06-14T16:16:17Z,1945-06-11,A,M,6588944721,70,3,231481.48148148143,M
1.3,7.27,21.5,36.7,38.5,19.6,242,135,3.6,108,7.5,6.9,122,286,0,0,0,0,21,1,7,1.75,70,0,2015-06-11T21:59:37Z,2015-06-21T21:59:37Z,1945-06-11,A,M,8358196385,70,10,228571.42857142855,M
2.3,7.31,22.2,34.7,34.6,9.7,85,138,4.2,93,12.3,12.01,134,21.1,1,0,0,0,18,1,2,1.55,60,0,2015-06-11T10:43:05Z,2015-06-12T10:43:05Z,1935-06-11,A,F,3813783618,80,1,249739.85431841834,F
2.9,7.2,26.1,36.1,36.9,NA,75,146,4.3,108,6,4.9,130,76,1,0,0,0,6,0,2,1.6,80,1,2015-06-12T01:27:21Z,2015-07-07T01:27:21Z,1975-06-12,D,M,7289964470,40,25,312500,M
1.8,7.09,25.6,36.2,35.9,5.5,70,139,4.1,114,7.3,5.09,129,40,0,0,0,0,15,0,2,1.7,130,1,2015-06-12T12:57:28Z,2015-07-07T12:57:28Z,1975-06-12,A,M,2464798746,40,25,449826.9896193771,M
1.6,7.21,21.8,36.8,37.1,5.8,102,142,5,74,10,10.2,127,72,0,0,0,0,9,1,1,1.65,55,0,2015-06-12T00:06:08Z,2015-06-14T00:06:08Z,1975-06-12,A,F,4647314812,40,2,202020.202020202,F
1.3,7.31,19.7,36.1,23.4,NA,68,136,4.6,88,14.2,13.4,70,136,0,0,0,0,16,0,2,1.65,65,0,2015-06-12T22:12:08Z,2015-06-14T10:12:08Z,1955-06-12,A,M,5652535350,60,2,238751.1478420569,M
3.4,7.3,28,36.9,36.8,15.2,94,144,4.4,135,14.6,13.36,342,1,0,0,0,0,85,0,3,1.6,135,0,2015-06-13T03:26:33Z,2015-06-15T15:26:33Z,1965-06-13,A,F,9818722671,50,2,527343.75,F
2.2,7.342,23.4,35.9,36.5,8.1,149,139,4.6,123,11.9,8.04,326,260,0,0,0,0,17,1,2,1.75,85,1,2015-06-14T10:36:19Z,2015-06-16T10:36:19Z,1985-06-14,A,M,8284133687,30,2,277551.0204081632,M
1.8,7.41,23.2,36,36,4.1,82,135,4,92,11.1,8.05,86,78,0,0,0,0,19,0,2,1.7,80,1,2015-06-15T20:21:02Z,2015-06-16T20:21:02Z,1955-06-15,A,M,8135116632,60,1,276816.6089965398,M
1.3,7.53,28.6,36.9,37.2,5.4,65,143,4.1,89,6.5,2.9,301,249,0,0,0,0,14,1,1,1.65,70,0,2015-06-15T04:59:06Z,2015-06-19T16:59:06Z,1985-06-15,A,F,2294624645,30,4,257116.62075298437,F
1,7.3,26,35,34.4,14.6,124,140,4.8,88,10.9,8.7,101,2.8,1,1,0,1,21,1,1,1.55,70,0,2015-06-15T18:47:31Z,2015-06-17T18:47:31Z,1935-06-15,D,F,8141284517,80,2,291363.16337148804,F
2.7,7.46,26,37.8,37.7,NA,112,136,5.3,87,13.3,8.32,137,5,1,1,1,1,29,0,3,1.7,80,0,2015-06-15T04:45:41Z,2015-06-18T04:45:41Z,1965-06-15,A,M,2654689530,50,3,276816.6089965398,M
2.7,7.38,21,34.5,36.5,3.1,53,137,4.4,106,13,10.2,143,2,1,1,0,1,7,0,7,1.75,75,1,2015-06-16T14:18:56Z,2015-06-17T14:18:56Z,1985-06-16,A,M,1974889165,30,1,244897.95918367343,M
1.5,7.35,23.2,37.7,37.2,5.7,70,139,3.9,90,11.8,8.32,178,5.3,0,0,0,0,11,0,7,1.7,60,0,2015-06-16T16:39:42Z,2015-06-20T04:39:42Z,1965-06-16,A,F,3227564564,50,4,207612.45674740482,F
0.4,7.42,23.7,37.7,37.9,5.4,114,143,4.6,134,24.2,21.92,165,1,0,0,0,0,10,0,2,1.75,75,1,2015-06-17T00:58:23Z,2015-06-19T00:58:23Z,1955-06-17,A,M,7479485425,60,2,244897.95918367343,M
5.4,7.17,14.4,34.4,36.1,6.3,82,139,5.4,96,11.2,7.01,498,59,1,0,0,0,77,1,2,1.55,70,0,2015-06-17T20:04:42Z,2015-06-21T08:04:42Z,1945-06-17,D,F,2715743653,70,4,291363.16337148804,F
1.2,7.31,20.2,36,36.4,17.3,106,132,4.2,87,11.2,9,191,345,1,0,0,1,0,1,2,1.8,100,0,2015-06-17T16:33:46Z,2015-06-17T16:33:46Z,1955-06-17,A,M,3244254888,60,0,308641.9753086419,M
3.7,7.37,22.3,35.6,36,4.4,193,141,4.4,146,8.03,5.7,109,14,0,0,0,0,13,0,3,1.5,85,1,2015-06-17T15:08:28Z,2015-06-20T03:08:28Z,1945-06-17,A,F,8961891898,70,3,377777.7777777778,F
1.2,7.3,17.9,36.8,35.5,NA,70,147,3.8,129,11.6,9.5,202,29.9,0,0,0,0,3,1,7,1.8,85,0,2015-06-17T21:27:07Z,2015-07-02T21:27:07Z,1945-06-17,D,M,5784655310,70,15,262345.6790123456,M
10.5,7.27,19.8,35,34.5,NA,89,137,4.2,129,12.25,3.74,135,111,0,0,0,1,62,1,1,1.75,100,0,2015-06-18T10:33:15Z,2015-07-03T10:33:15Z,1945-06-18,A,M,5692245620,70,15,326530.61224489793,M
3.2,7.28,22.1,36.5,36.6,7.5,117,139,4.6,137,15.6,13.02,191,293,0,0,0,0,18,0,2,1.7,130,0,2015-06-19T22:46:45Z,2015-06-20T22:46:45Z,1975-06-19,A,M,7438948994,40,1,449826.9896193771,M
2.3,7.34,21,37,36.5,3.1,73,144,3.8,117,11.5,6.7,137,7,1,1,1,1,7,0,3,1.7,65,1,2015-06-19T16:33:34Z,2015-06-20T16:33:34Z,1985-06-19,A,F,9542876343,30,1,224913.49480968856,F
1.5,7.24,24.2,35.9,35.5,17.9,540,139,4.2,78,26.8,21.3,153,131.6,1,1,0,1,27,1,3,1.45,60,0,2015-06-19T03:31:17Z,2015-06-20T03:31:17Z,1935-06-19,A,M,5517185762,80,1,285374.5541022593,M
1,7.35,30.7,36.6,36,5,40,142,3.3,102,18.03,20.2,293,149.8,0,0,0,0,13,0,3,1.6,75,1,2015-06-19T23:36:03Z,2015-06-20T23:36:03Z,1935-06-19,A,M,8323475334,80,1,292968.75,M
1.7,7.42,27.2,37.2,37.2,7.7,92,140,4.2,108,8.43,7.4,97,98,0,0,0,0,10,0,2,1.65,90,1,2015-06-19T18:28:55Z,2015-06-21T06:28:55Z,1945-06-19,A,F,5345655251,70,2,330578.51239669416,F
3.8,7.27,13.2,34.7,36.1,12.5,227,134,5.1,95,0,0.01,132,61,0,0,0,0,12,1,1,1.8,90,0,2015-06-19T13:24:46Z,2015-06-22T01:24:46Z,1945-06-19,A,M,1267298715,70,3,277777.7777777777,M
0.9,7.46,24.7,36.7,37.4,3.5,100.8,145,4,103,12.7,12.1,283,304,0,0,0,0,21,1,7,1.85,95,0,2015-06-20T13:37:10Z,2015-06-25T01:37:10Z,1955-06-20,A,F,6374224191,60,5,277574.8721694667,F
2,7.36,20.7,36.6,36.5,3.6,113,145,4.8,100,27.2,23.9,288,63,0,0,0,0,16,0,3,1.75,70,1,2015-06-22T07:22:31Z,2015-06-23T19:22:31Z,1955-06-22,A,M,9628468928,60,1,228571.42857142855,M
3.2,7.29,13,37.3,35.9,40.1,541,134,5.8,104,15,12.8,124,49,0,0,0,0,23,1,3,1.6,90,0,2015-06-22T20:10:39Z,2015-06-24T20:10:39Z,1945-06-22,D,M,2685327215,70,2,351562.5,M
1.9,7.42,22.7,35.4,36.6,0.6,22,136,3.5,102,15.2,12.45,262,86,0,0,0,0,10,1,2,1.5,50,0,2015-06-23T06:11:18Z,2015-06-26T06:11:18Z,1965-06-23,A,F,9615455792,50,3,222222.22222222222,F
0.8,7.33,26.4,36,36.7,12.1,114,129,3.9,101,10.8,6.1,143,345,0,0,0,0,15,1,1,1.75,70,0,2015-06-23T18:33:07Z,2015-06-28T18:33:07Z,1945-06-23,A,M,2255124785,70,5,228571.42857142855,M
1,7.4,24,37.1,37.4,NA,56,135,4.4,119,8,6.28,274,2,0,0,0,0,14,0,3,1.6,70,1,2015-06-24T21:16:36Z,2015-06-25T21:16:36Z,1945-06-24,A,F,3715999640,70,1,273437.5,F
1.5,7.43,29.5,37.5,36.7,5.9,34,146,4.1,133,11,8.87,245,66,0,0,0,0,13,1,1,1.7,110,0,2015-06-25T07:38:15Z,2015-07-11T07:38:15Z,1975-06-25,A,M,8421566164,40,16,380622.83737024217,M
5.7,7.17,21.4,36.1,36.5,25.6,183,142,5.8,97,8.73,5.8,29,45,0,0,0,0,28,1,2,1.8,85,0,2015-06-25T12:43:09Z,2015-06-26T00:43:09Z,1955-06-25,D,M,4722589356,60,1,262345.6790123456,M
0.8,7.37,29.8,37.5,35.6,NA,92,131,3.9,111,11.2,10.21,222,77,0,0,0,0,19,1,1,1.7,55,0,2015-06-25T11:14:27Z,2015-06-30T23:14:27Z,1975-06-25,A,M,3743595850,40,5,190311.41868512108,M
0.9,7.27,28,37.1,36.2,6.2,67,139,4.5,120,18.6,16,280,5,0,0,0,0,15,0,10,1.8,55,1,2015-06-25T23:56:51Z,2015-06-27T23:56:51Z,1945-06-25,A,M,8193385446,70,2,169753.08641975306,M
1.2,7.3,21.5,35,36.3,13.9,457,137,5.7,125,5.8,4.9,199,17,0,1,1,0,19,0,3,1.5,50,1,2015-06-25T04:42:58Z,2015-06-28T04:42:58Z,1945-06-25,A,F,1128348721,70,3,222222.22222222222,F
0.7,7.38,23.4,36.5,37.2,NA,114,137,4.6,110,12.5,12.1,197,13,0,0,0,0,15,1,2,1.65,60,0,2015-06-25T07:59:35Z,2015-06-25T19:59:35Z,1935-06-25,A,F,8845947580,80,0,220385.67493112944,F
4,7.37,22.3,35.2,37.2,10,73,141,5,146,8.9,4.1,204,73,1,0,0,0,22,0,10,1.7,75,1,2015-06-26T12:07:01Z,2015-07-01T12:07:01Z,1965-06-26,A,M,6361365166,50,5,259515.57093425601,M
3,7.41,21,36.3,36.8,4.4,51,135,3.5,92,8.1,4.2,221,46,0,0,0,0,10,1,1,1.7,70,0,2015-06-26T22:26:33Z,2015-06-27T10:26:33Z,1945-06-26,A,F,5237921183,70,1,242214.5328719723,F
1.3,7.504,28.1,36.8,37.5,5,80,147,4.6,110,21.25,17.69,193,18,0,0,0,0,16,1,1,1.65,80,0,2015-06-26T16:37:14Z,2015-06-29T16:37:14Z,1975-06-26,A,M,1643922483,40,3,293847.5665748393,M
1.8,7.36,24.2,37.2,38,4.4,63,140,4.9,160,7.7,5.27,120,3.6,0,0,0,0,4,0,2,1.65,130,1,2015-06-26T08:52:20Z,2015-06-28T20:52:20Z,1985-06-26,A,F,5593294712,30,2,477502.2956841138,F
1.5,7.33,28.3,36.9,35.5,5,46,134,3.8,90,11.9,10.03,148,90,1,0,0,0,18,0,3,1.85,60,1,2015-06-26T15:39:12Z,2015-06-27T03:39:12Z,1945-06-26,A,M,5539338553,70,1,175310.4455807158,M
11.1,7.17,17,34.3,32.3,3.6,15,137,4.6,92,12.25,11.04,262,90,1,1,1,0,42,1,2,1.6,60,0,2015-06-27T03:26:33Z,2015-06-29T03:26:33Z,1935-06-27,D,F,6322138677,80,2,234375,F
0.6,7.35,26,35.4,36.2,11.4,92,137,4.6,112,7.4,5.27,196,5.8,1,1,1,1,15,0,3,1.65,55,1,2015-06-29T18:25:30Z,2015-07-02T06:25:30Z,1955-06-29,A,M,4357664233,60,3,202020.202020202,M
2,7.36,26.4,35.8,37.1,2.1,66,140,3.9,127,10.2,9.9,280,100,0,0,0,0,11,1,4,1.8,75,0,2015-06-29T14:47:52Z,2015-07-03T14:47:52Z,1995-06-29,A,M,3517754749,20,4,231481.48148148143,M
0.9,7.34,19.2,35.9,36.2,16.9,448,120,6.9,79,15,12.6,251,30,1,1,1,0,9,1,7,1.7,65,0,2015-06-29T15:50:37Z,2015-06-30T15:50:37Z,1965-06-29,A,M,3269958838,50,1,224913.49480968856,M
